,OUARGLA,Figuier,Foues,Boumerdes,BIR SLAM,BEJAIA,MEDEA 1,MEDEA 2,BOUIRA 1,BOUIRA 2,BLIDA 1,BLIDA 2,BLIDA 3,BLIDA 4,"B,Ezzouar",Beaulieu,Baraki,Benzerga,Ain Taya,Nador,Tipaza,Cherchell,Hadjout,Sidi Ammar Tipaza,Taref,Naama,Total
0,6961,1007.6,220,1863,5640,5329,6981,8961,5309,3634,4166,6944,6480,1803,11712,9968,5473,9075,5629,305,1264,1536,2270.5,196,632,2342,115698.22
0.04,5759,1010.6,221,1710,5196,5224,5874,8586,5226,3634,3721,6680,5776,1721,10888,9546,5366,8662,5182,280,1168,1476,2147.5,195,597,2102,107947.41
0.08,4944,1011.7,226,1640,4920,5116,12596,8491,5276,3634,3387,6599,5505,1517,10469,9330,5156,8505,4977,258,1168,1403,2104.2,193,589,1964,110981.39
0.13,5000,1006.5,227,1631,4866,5175,11949,8438,5236,3634,3321,6467,5130,1530,10466,9332,5142,8452,4556,242,1167,1397,2087.6,193,606,1856,109107.87
0.17,5597,1001.6,231,1640,5031,5169,11357,8457,5174,3634,3428,6402,5130,1605,10507,9429,5296,8499,4187,245,1168,1389,2096.1,195,617,1810,109294.90
0.21,6143,1010.7,226,1687,5142,5164,11185,8550,5325,3634,3532,6418,5178,1713,10752,9575,5397,8862,3812,242,1270,1399,2155.2,196,628,1811,111006.49
0.25,8042,1002.1,232,1818,5529,5098,11275,8910,5805,3634,3846,6539,5282,2076,11444,10140,5700,9536,3708,245,1470,1454,2333.8,202,732,1825,117878.00
0.29,9328,1005.5,231,2215,6805,5180,11373,9836,6793,3634,4587,6751,5703,2741,13333,11439,6320,10926,3598,262,1819,1639,2622.7,209,1040,1839,131230.19
0.33,8399,990.8,225,2567,8300,5204,12022,11195,7739,3634,5653,7208,7089,2776,14888,12428,6643,11685,3598,256,1866,1827,3027.1,215,1209,1844,142487.68
0.38,7028,996,205,2623,8790,5350,12342,11052,8825,3634,5858,7267,8223,2867,15029,12621,6587,11736,3589,295,1804,2002,3590.9,218,1117,1917,145565.53
0.42,5380,986.6,190,2609,9421,5595,12427,10816,9391,3634,5967,7461,8358,2913,15447,12785,6834,11763,3522,353,1898,2199,3953.6,221,1030,2272,147425.37
0.46,3923,982.2,182,2507,9497,5575,12308,10442,9445,3634,5779,7495,8637,2815,15524,12770,6557,11533,3782,369,1841,2468,4098,225,967,2461,145815.08
0.5,3167,975,204,2278,8827,5487,12114,10240,8573,3634,5772,7469,8671,2578,15061,12340,6483,11262,4244,394,1587,2295,3954,221,817,2472,141119.06
0.54,2908,977.2,225,1826,6569,5321,12001,9258,7271,3634,4996,7211,8410,2384,13775,11398,5968,9936,4527,351,1486,2065,3211.3,217,635,2504,129064.44
0.58,2835,979.1,185,1517,4962,5061,11846,8611,7870,3634,4579,6953,7090,2335,12381,10355,5541,9050,4458,344,1439,1800,2670.9,208,560,2480,119745.54
0.63,2840,995.1,187,1393,4852,4773,11753,8320,8013,3634,4222,6674,6338,2584,11583,9789,5377,8527,4391,286,1443,1474,2277.4,204,618,2401,114951.05
0.67,2875,998.1,195,1453,5143,4833,11579,8323,9307,3634,4377,6629,6068,2716,11833,10059,5704,8948,4435,240,1696,1480,2316.6,202,700,2145,117889.00
0.71,3125,1013.5,214,1773,6491,4762,11438,8520,10948,3634,4634,6729,6177,3183,12631,10694,6124,9960,4334,248,2045,1703,2458.5,209,966,2008,126022.17
0.75,4524,1015.3,216,2226,8276,5012,11406,9369,11312,2347,5474,7189,6663,3708,14331,12027,6751,11744,3812,264,2394,1730,2634.9,211,1320,1915,137873.59
0.79,8079,1016,218,2887,10197,5404,11410,11118,10367,2275,6742,7954,8230,3781,17443,13741,7502,13594,3600,248,2349,2338,3028.8,217,1220,1974,156933.40
0.83,8522,1016.1,224,2799,9827,5486,11240,11303,9609,2408,6951,7975,10025,3262,16800,13424,7074,12869,3381,333,2149,2609,3544.4,220,1127,2066,156242.76
0.88,8147,1008.8,219,2576,9122,5406,11308,10648,8938,2542,6199,7750,9462,2954,15488,12571,6828,12036,3480,435,1903,2484,3319.3,215,1020,2355,148413.51
0.92,7829,1008.9,221,2274,8030,5449,11404,9771,7906,2416,5584,7458,8526,2516,14059,11646,6421,10812,3860,396,1606,2223,2949.5,208,858,2734,138165.24
0.96,7767,1002.7,227,1908,6414,5373,11502,8884,7282,3634,4684,7028,7406,2066,12569,10663,5948,9580,4657,380,1359,2013,2689.2,204,694,2527,128459.94
0,7248,996.1,228,1627,5416,5106,11744,8148,7061,166,3870,6735,6436,1904,11354,9932,5577,8803,5414,360,1262,1766,2414.6,200,612,2267,116645.56
0.04,5991,999.2,233,1454,4752,4946,12066,7805,6907,3634,3486,6645,5736,1822,10586,9511,5414,8281,5017,314,1166,1695,2246.5,199,612,2080,113597.61
0.08,5222,996.3,227,1390,4747,4942,12110,7648,6921,3634,3263,6574,5413,1564,10220,9353,5251,8177,4815,284,1168,1603,2173.7,199,603,1924,110421.79
0.13,5331,1004,227,1387,4691,4886,11946,7656,6917,3634,3319,6495,5142,1636,10110,9299,5301,8120,4450,277,1218,1497,2163.1,197,620,1854,109380.30
0.17,5881,998.9,227,1382,4965,4876,11551,7647,6992,3634,3311,6418,5025,1714,10206,9393,5348,8224,4026,259,1170,1544,2180,197,631,1828,109628.50
0.21,6376,998.5,232,1443,5185,4871,11358,7759,7292,3634,3525,6393,5024,1795,10451,9540,5396,8426,3758,269,1221,1572,2241.5,198,648,1809,111415.62
0.25,8162,996.6,226,1560,5360,4871,11366,8161,8675,3634,3734,6433,5232,2239,11043,10001,5647,9100,3541,280,1468,1596,2415.6,206,753,1826,118524.25
0.29,9265,990.7,226,1935,6469,4902,11583,9225,9805,3634,4525,6738,5600,2884,12932,11294,6202,10650,3429,283,1818,1806,2677.3,211,1050,1831,131965.62
0.33,8377,989.9,224,2298,8019,5037,12123,10539,9421,3634,5657,7151,6936,2922,14537,12282,6519,11363,3484,285,1867,1973,3070.3,214,1235,1859,142015.02
0.38,7122,996.1,210,2251,8618,5127,12312,10637,9635,3634,5857,7282,8129,2993,14533,12377,6622,11367,3426,308,1906,2226,3417.5,224,1133,1990,144332.53
0.42,5555,989.7,195,2358,8810,5166,11703,10329,9318,3634,6032,7324,8369,2964,15095,12586,6511,11458,163,390,1890,2277,3504.8,226,1020,2418,140285.74
0.46,4095,1020.1,186,2267,9047,5249,11101,9999,8679,3634,5997,7336,8295,2958,15010,12567,6434,11337,3306,382,1836,2327,3479.9,221,956,2450,140171.22
0.5,3228,1234.6,186,2115,8548,5264,10390,9701,7719,3634,5774,7300,8360,2703,14988,11825,6312,11050,3728,376,1584,2320,3329,216,817,2462,135164.03
0.54,2926,1238.8,180,1490,6175,5155,9690,8762,7725,3634,5019,6959,8053,2467,13564,10565,5901,9668,3709,364,1486,1903,2760,211,604,2582,122792.33
0.58,2836,1248.4,180,932,4844,4998,9258,8167,7873,3634,4650,6733,6617,2418,11526,9104,5534,8582,483,343,1443,1555,2497.6,203,553,2568,108779.77
0.63,2826,1237.6,181,803,4735,4769,9158,7509,8334,3634,4340,6611,5967,2437,10723,8586,5274,8006,4423,261,1442,1307,2236.8,197,572,2425,107994.00
0.67,2852,1242.8,205,941,5026,4767,9159,7470,9229,3634,4386,6595,5481,2700,11069,8900,5430,8427,4350,206,1596,1356,2253.4,200,643,2258,110376.74
0.71,3050,1248.9,210,1056,6207,4761,9162,8028,11462,608,4660,6630,5853,3165,11867,9486,5851,9385,4228,213,1902,1434,2408.7,202,922,2111,116112.07
0.75,3947,1244.9,216,1622,7891,4967,9219,9032,13596,4202,5329,6894,6130,3638,13723,10980,6375,11285,4217,216,2250,1854,2469.8,212,1301,2141,134953.18
0.79,5444,1252.7,219,2155,9754,5307,9329,10827,13387,4262,6810,7646,7542,3615,16877,13475,7225,13306,4171,270,2300,2439,3018.6,218,1222,2216,154286.83
0.83,7512,1255.5,218,2033,9334,5392,10017,11081,13196,4704,7015,7766,9353,3228,16328,13146,6846,12464,3704,333,2149,2703,3642.8,219,1117,2346,157103.02
0.88,8875,1248.9,226,1799,8733,5360,11089,10391,11919,4868,6327,7561,8944,2891,15015,12292,6552,11614,3277,430,1952,2557,3389.6,217,1027,2676,151231.88
0.92,9283,1236.4,220,1512,7527,5347,11175,9408,10317,3634,5562,7273,8104,2462,13651,11375,6192,10498,1504,422,1661,2271,3019.4,211,869,2762,137495.79
0.96,9374,1243.2,219,1256,6248,5261,11463,8471,9174,3634,4666,6805,7030,2156,12315,10552,5832,9364,1663,387,1414,1931,2626.3,203,694,2460,126441.10
0,9096,1243.1,223,1056,5139,5108,11860,7732,8914,3634,3899,6581,6112,1980,11000,9559,5518,8483,3322,350,1266,1683,2329,200,584,2217,119086.69
0.04,7830,1247.2,216,936,4640,4944,12079,7338,8965,3634,3389,6452,5413,1719,10122,9189,5308,8067,3701,308,1168,1560,2178.8,197,581,2044,113225.52
0.08,6293,1247.1,216,851,4576,4770,11700,7238,9047,3634,3275,6367,5033,1639,9809,8977,5196,7856,4499,278,1170,1469,2146.5,195,588,1926,109996.97
0.13,5981,1242.7,222,859,4078,4553,11300,7235,8860,3634,3219,6331,4867,1667,9695,9024,5244,7852,54,244,1174,1546,2133.8,197,594,1830,103634.16
0.17,6412,1235.6,222,848,4462,4430,10934,7295,8814,3634,3320,6314,4811,1599,9892,9173,5238,7956,5156,272,1176,1444,2152.3,196,610,1817,109413.53
0.21,6627,1229,221,884,4737,4368,10861,7349,9182,3634,3436,6310,4859,1574,10186,9426,5389,8214,4913,251,1176,1489,2233.1,197,627,1841,111212.88
0.25,8094,1218.3,222,1018,4959,4473,10956,7746,11380,3634,3758,6332,4963,1913,10881,9939,5589,8888,4655,263,1328,1443,2443.2,204,713,1855,118867.98
0.29,9244,1213.9,226,1388,6173,4451,11330,8582,13013,3634,4428,6541,5386,2267,12621,11130,6093,10283,4286,256,1529,1606,2891,206,1023,1845,131645.23
0.33,8255,1206.7,221,1713,7828,4639,11872,9817,11130,3634,5605,6974,6667,2802,14075,12073,6510,11102,3916,252,1779,2024,3463.1,215,1218,1878,140869.10
0.38,7004,1208.7,213,1815,8483,4781,12159,9902,10833,3634,5789,7098,7912,3345,14170,12170,6665,11156,3652,310,2018,2119,3408.2,221,1114,1986,143166.55
0.42,5402,1211.2,212,1798,8949,4812,12223,9947,10849,3634,5919,7215,8156,3428,14489,12284,6566,11149,3492,372,2149,2051,3489,219,1102,2123,143241.47
0.46,3975,1213.5,191,1675,8823,4979,12154,9812,10369,3634,5791,7191,8237,3553,14711,12359,6582,10865,3437,347,2244,2055,3428.1,216,944,2398,141183.48
0.5,3193,1220.5,186,1536,7891,5064,11995,9706,9063,3634,5633,7249,8199,3063,14193,11926,6306,10692,3437,337,2040,1976,3213.1,211,807,2589,135359.14
0.54,2886,1233.6,185,1123,6056,4928,11810,8763,7792,3634,4804,6886,7996,2572,12708,10720,5836,9352,1634,322,1747,1639,2865.8,203,601,2768,121064.96
0.58,2817,1234.6,193,740,4887,4596,4458,8221,7577,3634,4428,6641,6666,2232,11310,9677,5527,8365,1796,295,1498,1362,2738.3,197,516,2862,104468.58
0.63,2781,1235.2,191,568,5050,4577,0,7951,8052,3634,4114,6509,5909,2117,10607,9266,5213,7897,3473,226,1502,1304,2493.5,199,556,2718,98142.49
0.67,2833,1234.6,199,751,5449,4524,0,7743,8937,3634,4217,6500,5427,2318,10907,9474,5426,8372,3676,212,1557,1262,2415.1,198,676,2553,100495.75
0.71,3048,1229,208,1057,6256,4586,0,8303,10972,1733,4485,6583,5642,2660,11818,10227,5796,9431,4089,208,1764,1386,2654.1,201,904,2428,107669.12
0.75,4057,1229.9,215,1484,7996,4624,0,9122,12661,4098,5347,6908,6251,3212,13367,11393,6415,11073,862,208,2264,1619,2915.7,206,1212,2372,121113.02
0.79,6018,1231.8,214,1913,9477,5032,0,10877,11819,4031,6907,7568,7648,3417,15827,12861,7000,12783,3454,230,2267,2210,3597.2,215,1147,2389,140134.41
0.83,7965,1234,210,1829,8893,5065,0,11038,11097,4105,6951,7545,9307,3146,15321,12523,6721,11852,4248,298,2118,2394,4073.2,215,1074,2443,141666.25
0.88,8638,1237.6,216,1643,8513,5028,0,10360,10240,3952,6401,7392,8831,2898,14195,11823,6425,11147,4183,394,1969,2215,3645,211,994,2779,135329.99
0.92,8399,1237.8,217,1399,7407,5057,0,9461,8944,3634,5559,7149,7884,2421,12608,10795,6074,10019,4112,356,1669,1979,3237.7,204,867,2668,123355.53
0.96,8336,1237.6,221,1119,5963,4913,0,8630,8186,3634,4756,6749,6917,2169,11267,9808,5714,9039,3960,339,1372,1702,2775.1,199,708,2370,112083.90
0,8278,1245,220,914,5137,4757,0,7978,7933,3634,3826,6533,6057,1979,10261,9076,5349,8262,3541,311,1274,1481,2452.7,195,582,2175,103451.53
0.04,7037,1242,221,765,4519,4656,1261,7542,7660,3634,3429,6392,5301,1671,9391,8600,5190,7792,3225,271,1226,1406,2312.2,194,553,2025,97515.51
0.08,6391,1246,221,699,4010,4658,11295,7340,7526,3634,3261,6298,4809,1700,8867,8329,5081,7526,54,246,1178,1344,2269.3,193,555,1904,100633.37
0.13,6614,1245.1,227,678,4003,4544,10758,7353,7492,3634,3030,6248,4702,1726,8657,8332,5026,7418,3008,234,1178,1353,2250,194,566,1833,102304.06
0.17,7026,1242.6,217,674,4057,4597,10694,7356,7405,3634,3082,6215,4703,1683,8650,8327,4964,7520,3326,240,1179,1386,2267.1,195,567,1813,103020.74
0.21,7385,1236.6,222,714,4057,4594,10703,7345,7537,3634,3193,6200,4586,1738,8690,8372,5049,7674,3706,240,1230,1362,2349.1,195,577,1813,104402.98
0.25,8766,1231.5,212,771,4227,4594,10705,7581,8605,3634,3504,6208,4688,2082,8978,8569,5153,7933,4561,245,1378,1356,2580.7,198,645,1814,110219.27
0.29,9991,1234,212,957,4885,4631,1326,8183,10409,3634,4178,6302,4789,2434,9926,9288,5563,8713,912,248,1577,1590,3002.5,206,750,1825,106766.34
0.33,8913,1235.6,212,1196,5716,4611,9496,9022,10094,3634,5229,6471,5590,2879,10779,9918,5819,9489,3987,262,1776,2280,3504.2,223,1059,1843,125238.16
0.38,7634,1228,205,1511,7430,4690,11238,10361,10049,3634,5318,6870,6551,3001,12420,10948,6279,10864,4703,349,1965,2174,3394.3,219,1060,1976,136073.23
0.42,5780,1221.2,193,1819,8949,4917,12034,11590,9529,3634,5569,0,0,2937,14201,11843,6578,11862,4504,391,1945,431,296.3,178,1066,2137,123602.86
0.46,4036,1217.5,175,2065,9574,5157,12561,12235,9046,3634,5567,7870,9119,3038,15529,12495,6849,12535,4190,98,1939,2062,3389.8,217,1099,2380,148077.45
0.5,3207,1228.8,186,1967,9049,5247,12444,12099,8275,3634,5548,7952,9934,2655,16054,12675,6950,12698,3811,341,1739,2102,3294.4,216,991,2553,146852.41
0.54,2921,1242.4,180,1442,7021,5253,12287,10866,7773,3634,4881,7545,10095,2505,14486,11371,6294,11226,3541,331,1586,1723,2965.4,208,699,2656,134732.25
0.58,2857,1236.3,192,884,5178,4931,11940,9784,7418,3634,4605,6908,7958,2424,11874,9513,5433,9136,3263,319,1440,1531,2693.4,204,545,2641,118541.14
0.63,2851,1241.2,197,670,4566,4593,11153,8935,7038,3634,4411,6610,6087,2208,10122,8494,5111,8116,706,256,1491,1533,2493.6,197,560,2446,105719.26
0.67,2874,1242,204,622,4572,4655,9693,8895,8123,1116,4466,6461,5576,2465,9797,8441,5170,8153,2501,244,1594,1630,2482.6,205,667,2389,104235.97
0.71,3121,1237.7,200,899,5481,4660,9583,9360,9871,3776,4746,6519,5588,2788,10248,8860,5535,8542,3097,264,1853,1933,2743.3,215,965,2324,114410.17
0.75,4596,1245.7,204,1238,7213,4750,9280,10194,11180,3659,5496,6666,6144,3469,11363,9824,6006,9692,3147,297,2401,2075,3354.9,221,1183,2407,127304.82
0.79,8242,1249.3,201,1711,8708,4944,9186,11535,10330,3623,6505,7147,7121,3621,13326,11148,6535,11329,3140,308,2404,3088,3898.3,235,1158,2481,143174.23
0.83,8545,1249.5,206,1609,8115,5025,9215,11766,9356,3697,6705,7147,8450,3303,13198,11110,6236,10785,3242,421,2203,3046,4069.3,230,1048,2772,142750.75
0.88,8135,1246.9,202,1400,7345,4820,9302,10880,8336,3546,5957,6896,8280,2965,12312,10661,5991,10078,3450,492,1956,2788,3652.9,230,968,2948,134837.80
0.92,8051,1267.1,207,1189,6448,4775,9899,9957,6863,3634,5323,6700,7283,2422,11225,9946,5692,9257,3763,474,1657,2510,3152.3,219,799,2658,125372.03
0.96,8244,1265.7,212,926,5271,4734,10755,9028,6062,3634,4634,6592,6427,2118,10124,9219,5279,8323,4280,438,1411,2226,2691.1,209,654,2359,117116.96
0,7844,1266,222,747,4442,4693,11000,8245,5557,3634,3879,6535,5673,1909,9168,8538,4969,7695,4590,402,1212,1853,2395,203,598,2131,109400.28
0.04,6566,1268.5,223,609,4054,4535,11335,7781,5368,3634,3378,6490,5023,1619,8442,8107,4757,7218,3776,349,1217,1744,2254.9,201,552,1978,102479.64
0.08,5591,1267.6,224,569,3833,4596,11419,7634,5282,3634,3093,6464,4637,1647,8075,7944,4595,7058,954,306,1169,1726,2222.1,201,543,1859,96543.39
0.13,5566,1263.5,214,536,3775,4595,11530,7542,5114,3634,2978,6433,4527,1723,7919,7949,4696,6953,4789,303,1121,1680,2229.6,200,544,1866,99680.33
0.17,6184,1255.3,203,542,3888,4481,11203,7549,5137,3634,2949,6396,4479,1575,7969,8001,4594,7003,4178,298,1171,1704,2238.7,201,555,1476,98862.24
0.21,6496,1233.1,181,579,3945,4536,11015,7589,5051,3634,3129,6363,4421,1733,8116,8098,4271,7211,3487,297,1273,1694,2318.4,204,577,1942,99391.93
0.25,7939,1227.7,175,645,4219,4528,10752,7793,5579,3634,4007,6339,4573,2230,8408,8239,4671,7519,2743,304,1474,1778,2531.9,207,625,1878,104019.40
0.29,9198,1226.7,171,842,4826,4571,10644,8396,6821,3634,3887,6388,4782,2720,9404,9011,5282,8408,428,315,1875,1952,2983.8,214,756,1898,110634.14
0.33,8281,1222.2,169,1089,5761,4608,10756,9323,7908,3634,3784,6496,5746,2817,10505,9850,5643,9084,3214,333,1870,2476,3496.6,226,1051,2018,121360.12
0.38,7052,1227.2,169,1421,7308,4747,10971,10061,8424,3634,4811,6743,6600,2805,11860,10624,5645,9964,3387,383,1905,2868,3350.6,230,1118,2461,129768.80
0.42,5414,1214.4,190,1666,8400,4820,11855,10547,8595,3634,5604,6920,7661,2615,12696,11022,5622,10473,3915,422,1837,2958,3253.7,230,1018,2517,135099.13
0.46,3892,1210.5,204,1714,9212,4960,12505,11135,7846,3634,6136,7143,8118,2565,12927,11101,5717,10392,4249,421,1779,2762,3151.6,225,955,2551,136504.82
0.5,3055,1219.3,204,1682,8722,5037,12581,11568,7127,3634,6341,7395,8576,2258,13632,11455,5872,10853,1402,412,1580,2683,2865.2,221,881,2704,133960.03
0.54,2779,1212.8,210,1341,6686,4976,12473,10939,6336,3634,5382,7142,8721,1856,13216,11172,5632,10095,2755,399,1332,2081,2483,213,736,2775,126575.68
0.58,2689,1218.8,203,1043,5231,4817,12395,10431,6144,3634,4277,7033,7656,1781,12081,10459,5378,9429,3898,360,1282,1792,2356.4,211,649,2652,119100.72
0.63,2625,1219,209,945,5024,4608,12057,9964,6369,3634,3855,6953,7227,1909,11579,10090,5276,9120,3690,334,1336,1709,2261.9,208,720,2473,115394.35
0.67,2736,1219.2,208,1096,5141,4667,11679,9925,7087,3634,3903,6910,6825,2021,11729,10244,5577,9481,3372,290,1544,1754,2265.4,211,858,2289,116666.66
0.71,2877,1218.7,204,1398,5983,4657,11650,10067,8106,2709,4207,6947,6872,2449,12422,10597,5835,10252,1687,257,1893,1874,2451.5,213,1083,2307,120215.87
0.75,4424,1228,210,1732,7543,4746,11660,10700,9143,3185,4790,7136,7284,3117,13809,11580,6247,11364,1415,277,2246,2123,2856.6,218,1340,2362,132736.52
0.79,7949,1222.5,205,1998,9037,4933,11495,12000,8373,3080,5723,7719,8380,3133,15980,12728,6885,12912,2936,306,2248,2638,3574,225,1237,2438,149353.03
0.83,8229,1220.8,211,1953,8395,4910,11447,11809,7367,3096,5809,7712,9806,2691,15176,12300,6501,11846,2829,392,2005,2635,4027.2,220,1124,2777,146487.99
0.88,7685,1228.5,212,1670,7237,4996,11400,10847,6481,3320,5220,7307,8987,1965,13651,11220,6101,10634,2830,467,1807,2404,3588.1,215,1007,2847,135327.09
0.92,7372,1232.1,212,1343,6229,4958,10920,9966,5602,128,4641,7070,7661,1882,12364,10397,5535,9496,2826,450,1607,2209,3097.9,211,835,2494,120737.41
0.96,7344,1239.8,212,1023,5176,4925,10575,9043,5092,3634,4005,6677,6751,2182,10856,9410,5220,8458,2871,399,1265,2043,2664.7,207,681,2285,114239.01
0,7002,1243.2,218,803,4346,4773,10638,7378,4691,3634,3355,6440,5939,1872,9687,8624,4800,7621,2916,364,1211,1728,2369,199,609,2110,104569.52
0.04,5969,1245.2,213,689,4014,4665,10708,7286,4567,3634,2915,6345,5129,1788,8916,8146,4521,7197,3232,322,1118,1596,2243.6,198,567,1984,99208.22
0.08,5442,1240.1,218,650,3738,4726,10646,7806,4584,3634,2685,6280,4859,1875,8698,8139,4572,7093,3437,285,1121,1498,2194.9,195,562,1912,98089.73
0.13,5679,1245.2,216,610,3790,4610,10687,7652,4680,3634,2632,6251,4805,1896,8644,8137,4570,7038,3751,263,1121,1501,2190.2,195,572,1877,98247.17
0.17,6726,1236,226,620,4066,4601,10266,7542,4690,3634,2686,6235,4696,1884,8641,8191,4468,7141,3745,275,1174,1499,2209,194,578,1856,99079.86
0.21,7484,1228.4,226,657,4126,4659,9889,7635,4568,3634,2796,6240,4693,2182,8835,8341,4516,7295,3897,269,1173,1516,2293.2,196,584,1861,100794.32
0.25,8545,1227.6,226,775,4678,4587,9574,7993,5296,3634,2845,6273,4797,2532,9432,8862,4769,7921,4019,279,1473,1546,2503.5,202,667,1862,106518.12
0.29,8810,1224.2,226,1192,6057,4611,9675,8941,6498,3634,3319,6497,5111,2873,11184,10114,5327,9331,3775,289,1772,1624,2915,208,937,1907,118052.04
0.33,7503,1222.2,221,1558,7451,4757,10100,10637,7443,3634,3963,6866,6658,2851,12543,11107,5642,9954,3676,283,1815,1787,3299.1,208,1150,2190,128516.71
0.38,6304,1218.6,207,1761,8382,4894,10639,11046,7823,3634,4656,7107,7679,2937,13091,11462,5949,10054,3672,305,1851,2135,3287.3,217,1065,2579,133955.52
0.42,5275,1216.1,178,2059,9679,5235,11519,11512,7821,3634,5129,7287,8156,2938,14145,12017,6104,10873,3708,348,1840,2365,3474.8,220,1004,2603,140341.11
0.46,4317,1214.8,169,2208,10217,5490,11746,12002,7198,3634,5216,7650,8679,2857,15149,12471,6459,11680,3911,380,1842,1761,3430.6,207,1031,2659,143579.76
0.5,3485,1221.8,167,2157,9825,5612,11108,12298,5912,3634,5186,7797,9253,2667,15753,12781,6569,12236,4596,288,1692,1708,3275.1,205,984,2647,143056.51
0.54,2817,1227.8,167,1873,8097,5518,10313,11902,5423,3634,4685,7716,9469,2502,15130,12389,6375,11654,4834,273,1539,1546,2755.9,203,892,2576,135509.00
0.58,2638,1226.7,185,1768,7114,5436,9502,11721,5369,3634,4574,7638,8781,2267,14430,11965,6215,10996,4487,267,1438,1727,2491.3,209,879,2294,129250.62
0.63,2558,1235.6,197,1632,7286,5436,8850,11374,5747,3634,4477,7595,8863,2416,13733,9311,6109,10479,4229,294,1492,1501,2308.3,203,963,2183,124105.97
0.67,2552,1233.9,199,1837,7728,5427,8576,11631,6570,3634,4482,7596,8715,2568,13916,10314,6258,10988,2172,250,1593,1577,2317,206,1063,2075,125478.37
0.71,2814,1248.5,204,2006,8546,5505,8349,12099,7616,1085,5068,7679,8840,3022,14854,11567,6511,12102,1685,253,1950,1429,2645.1,200,1357,2176,130810.61
0.75,3696,1243.7,205,2446,10230,5555,8229,12691,8656,1210,5860,7922,9406,3527,16335,12829,6976,13280,3426,225,2347,1678,3004.1,211,1488,2252,144928.59
0.79,5123,1246.6,212,2776,11117,6144,8229,13597,8264,3634,6784,7926,10614,3507,18300,12665,7417,13954,2665,273,2305,1462,3530.2,199,1311,2461,155714.84
0.83,6976,1251.6,207,2551,9940,6264,8226,13373,7399,3634,6561,7938,11343,3095,17274,11751,6986,13292,544,237,2053,1278,3936.2,192,1178,2674,150154.53
0.88,7856,1249,208,2250,8850,6258,8390,12260,6549,3634,5872,7883,10635,2732,15809,10916,6635,12252,3047,233,1854,984,3524.6,188,1080,2431,143579.84
0.92,8196,1256.4,217,1929,7533,5966,8925,11141,5493,3634,5185,7586,9327,2335,14025,9728,6171,10869,2992,189,1609,778,3094,184,874,2192,131427.05
0.96,8511,1252.6,216,1611,6246,5704,9788,10023,4912,3634,4382,7240,8168,1871,12473,8557,5710,9518,2990,157,1312,814,2659.7,184,704,2059,120696.62
0,8298,1254.6,216,1311,5190,5610,9910,9234,4527,3634,3622,6790,6989,1734,10887,7968,5342,8583,2988,167,1262,1436,2319.3,193,634,1957,112057.22
0.04,7489,1253.3,223,1176,4685,5392,9907,8794,4436,3634,3292,6637,6116,1711,10157,7656,5074,8166,2976,278,1163,1383,2144,195,581,1866,106384.70
0.08,6510,1252.1,224,1116,4576,5395,9675,8650,4413,3634,2943,6567,5739,1652,9846,7594,5019,7957,3288,257,1163,1379,2084.4,194,577,1785,103490.04
0.13,6145,1242.8,229,1103,4519,5395,9500,8657,4343,3634,2833,6543,5576,1465,9640,7584,5019,7906,3705,250,1112,1436,2072.8,194,580,1773,102456.59
0.17,6464,1247.6,229,1130,4570,5390,8684,8616,4425,3634,2816,6523,5465,1639,9687,7604,5070,7959,3881,270,1112,1388,2069.5,195,591,1792,102449.38
0.21,6710,1241.5,235,1152,4625,5443,8081,8651,4780,3634,2982,6522,5515,1817,10033,8047,5170,8269,3856,253,1158,1389,2135.4,195,606,1788,104286.60
0.25,7765,1233,234,1305,5177,5372,7633,8945,5910,3634,3191,6568,5674,2282,10629,9584,5425,8999,4169,264,1404,1476,2291.4,201,700,1839,111905.50
0.29,8894,1233.1,235,1691,6342,5512,7520,9838,7259,3634,3975,6858,6095,2651,12524,10879,5931,10398,4430,275,1757,1579,2689.3,211,988,1920,125317.50
0.33,8194,1214.9,225,2134,7959,5713,7627,11217,7277,3634,4943,7382,7641,2719,14187,11072,6351,11214,4551,266,1698,1938,3188.7,213,1142,2085,135786.25
0.38,6904,1216.8,216,2186,8828,5836,7971,11321,7491,3634,5169,7599,8769,2665,14529,11446,6451,11358,4356,317,1746,1772,3190.4,211,1118,2246,138546.39
0.42,5141,1214.4,210,2094,8972,6164,9033,11480,7504,3634,5581,7655,9076,2723,15099,11518,6491,11543,807,327,1740,1788,3271.8,210,1170,2551,136996.84
0.46,3499,1215.7,202,2009,8511,6067,9871,11324,7316,3634,5458,7608,9009,2621,15072,11654,6363,11540,3393,306,1685,1823,3560.6,210,1249,2776,137975.37
0.5,2417,1219.5,196,1882,8272,6058,9305,11052,6916,3634,5439,7580,8877,2381,15103,10805,6293,11268,4031,305,1482,1329,3708.9,196,1242,2968,133959.45
0.54,2055,1235.1,201,1492,6668,5984,8495,10170,6999,3634,5615,7425,8710,2323,14068,9074,5938,10129,4337,223,1437,1028,3536.7,190,1155,2952,125073.29
